data_ID	filenames	type	total_sequences	total_bases_raw	total_bases	poor_quality_sequences	sequence_length	pct_gc	Basic Statistics	Per base sequence quality	Per tile sequence quality	Per sequence quality scores	Per base sequence content	Per sequence GC content	Per base N content	Sequence Length Distribution	Sequence Duplication Levels	Overrepresented sequences	Adapter Content
RARB_TAGTTT20NTTT_W_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/RARB_TAGTTT20NTTT_W_3.fastq.gz	background	187518	3.7 Mbp	3700000	0	20	47	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
ALX4_EOMES_2_AAD_TGCACG40NTTG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ALX4_EOMES_2_AAD_TGCACG40NTTG.fastq.gz	background	634652	25.3 Mbp	25300000	0	40	46	PASS	PASS	WARN	PASS	FAIL	PASS	PASS	PASS	FAIL	PASS	PASS
ALX4_TBX21_2_AAD_TGGCAC40NAAG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ALX4_TBX21_2_AAD_TGGCAC40NAAG.fastq.gz	background	418224	16.7 Mbp	16700000	0	40	41	PASS	PASS	WARN	PASS	WARN	PASS	PASS	PASS	FAIL	PASS	PASS
ATF4_CEBPB_2_AT_TCCATG40NCAC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ATF4_CEBPB_2_AT_TCCATG40NCAC.fastq.gz	background	1494577	59.7 Mbp	59700000	0	40	47	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	FAIL	PASS	PASS
ATF4_CEBPD_2_AT_TTGAGT40NCGC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ATF4_CEBPD_2_AT_TTGAGT40NCGC.fastq.gz	background	1420114	56.8 Mbp	56800000	0	40	47	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	FAIL	PASS	PASS
ATF4_TEF_2_AT_TTGCCC40NCTC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ATF4_TEF_2_AT_TTGCCC40NCTC.fastq.gz	background	1160255	46.4 Mbp	46400000	0	40	48	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	WARN	PASS	PASS
CEBPG_CREB3L1_2_AS_TGACTT40NGGT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/CEBPG_CREB3L1_2_AS_TGACTT40NGGT.fastq.gz	background	916466	36.6 Mbp	36600000	0	40	53	PASS	PASS	WARN	PASS	FAIL	PASS	PASS	PASS	FAIL	PASS	PASS
CUX1_HOXA13_2_AY_TCGGTA40NTGA	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/CUX1_HOXA13_2_AY_TCGGTA40NTGA.fastq.gz	background	325268	13 Mbp	13000000	0	40	44	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
CUX1_HOXB13_2_AY_TACGCA40NAAT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/CUX1_HOXB13_2_AY_TACGCA40NAAT.fastq.gz	background	453134	18.1 Mbp	18100000	0	40	43	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
CUX1_TBX21_2_AY_TGGCAC40NAAG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/CUX1_TBX21_2_AY_TGGCAC40NAAG.fastq.gz	background	342994	13.7 Mbp	13700000	0	40	44	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
E2F1_ELK1_1_AX_TATGTA40NTGT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/E2F1_ELK1_1_AX_TATGTA40NTGT.fastq.gz	background	560543	22.4 Mbp	22400000	0	40	54	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
E2F3_DRGX_1_AAA_TTATAA40NGTG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/E2F3_DRGX_1_AAA_TTATAA40NGTG.fastq.gz	background	441838	17.6 Mbp	17600000	0	40	48	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
E2F3_EOMES_2_AAA_TCTTCG40NGAT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/E2F3_EOMES_2_AAA_TCTTCG40NGAT.fastq.gz	background	739285	29.5 Mbp	29500000	0	40	51	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
E2F3_FOXI1_2_AAA_TCCTCT40NGTC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/E2F3_FOXI1_2_AAA_TCCTCT40NGTC.fastq.gz	background	856804	34.2 Mbp	34200000	0	40	52	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
E2F3_FOXO6_2_AAA_TCCGAA40NGGC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/E2F3_FOXO6_2_AAA_TCCGAA40NGGC.fastq.gz	background	500461	20 Mbp	20000000	0	40	52	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ELK1_EOMES_1_AAA_TGAGTC40NAAC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ELK1_EOMES_1_AAA_TGAGTC40NAAC.fastq.gz	background	572074	22.8 Mbp	22800000	0	40	54	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ELK1_ETV7_1_AAA_TTGGTG40NTAC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ELK1_ETV7_1_AAA_TTGGTG40NTAC.fastq.gz	background	246647	9.8 Mbp	9800000	0	40	52	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ELK1_EVX1_2_AAD_TGGAAT40NAAT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ELK1_EVX1_2_AAD_TGGAAT40NAAT.fastq.gz	background	452736	18.1 Mbp	18100000	0	40	46	PASS	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
ELK1_FOXI1_2_AAA_TAGTCA40NTCT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ELK1_FOXI1_2_AAA_TAGTCA40NTCT.fastq.gz	background	565771	22.6 Mbp	22600000	0	40	53	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ELK1_HOXA3_1_AAA_TCTGTG40NAGA	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ELK1_HOXA3_1_AAA_TCTGTG40NAGA.fastq.gz	background	657000	26.2 Mbp	26200000	0	40	52	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ELK1_HOXB13_2_AAA_TGCGAC40NGGT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ELK1_HOXB13_2_AAA_TGCGAC40NGGT.fastq.gz	background	775924	31 Mbp	31000000	0	40	52	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	WARN	PASS	PASS
ELK1_ONECUT2_1_AAA_TCCAGG40NTAG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ELK1_ONECUT2_1_AAA_TCCAGG40NTAG.fastq.gz	background	435448	17.4 Mbp	17400000	0	40	53	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
ELK1_PAX1_1_AAA_TGAAGG40NGAT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ELK1_PAX1_1_AAA_TGAAGG40NGAT.fastq.gz	background	702427	28 Mbp	28000000	0	40	52	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ELK1_PAX5_1_AAA_TCAGTT40NTTG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ELK1_PAX5_1_AAA_TCAGTT40NTTG.fastq.gz	background	469339	18.7 Mbp	18700000	0	40	48	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ELK1_PAX9_1_AAA_TAGAAA40NCAG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ELK1_PAX9_1_AAA_TAGAAA40NCAG.fastq.gz	background	264604	10.5 Mbp	10500000	0	40	52	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
ELK1_SPDEF_2_AAD_TGGAGC40NGAT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ELK1_SPDEF_2_AAD_TGGAGC40NGAT.fastq.gz	background	374601	14.9 Mbp	14900000	0	40	45	PASS	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
ELK1_SREBF2_1_AAA_TCTTTG40NACT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ELK1_SREBF2_1_AAA_TCTTTG40NACT.fastq.gz	background	626532	25 Mbp	25000000	0	40	53	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ELK1_TBX21_1_AAA_TCCTAT40NAGA	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ELK1_TBX21_1_AAA_TCCTAT40NAGA.fastq.gz	background	559621	22.3 Mbp	22300000	0	40	52	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
ELK1_TEF_1_AAA_TCGTTC40NATA	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ELK1_TEF_1_AAA_TCGTTC40NATA.fastq.gz	background	537092	21.4 Mbp	21400000	0	40	54	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ERF_CEBPD_2_AAC_TAGAGG40NACC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ERF_CEBPD_2_AAC_TAGAGG40NACC.fastq.gz	background	342520	13.7 Mbp	13700000	0	40	53	PASS	PASS	FAIL	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS
ERF_EOMES_2_AAC_TGAGTC40NAAC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ERF_EOMES_2_AAC_TGAGTC40NAAC.fastq.gz	background	466460	18.6 Mbp	18600000	0	40	54	PASS	PASS	FAIL	PASS	FAIL	PASS	WARN	PASS	PASS	PASS	PASS
ERF_ETV7_1_AAC_TTGGTG40NTAC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ERF_ETV7_1_AAC_TTGGTG40NTAC.fastq.gz	background	552280	22 Mbp	22000000	0	40	52	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ERF_FIGLA_2_AAC_TCGAAC40NGAT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ERF_FIGLA_2_AAC_TCGAAC40NGAT.fastq.gz	background	528731	21.1 Mbp	21100000	0	40	53	PASS	PASS	FAIL	PASS	FAIL	PASS	WARN	PASS	PASS	PASS	PASS
ERF_FOXI1_1_AAC_TAGTCA40NTCT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ERF_FOXI1_1_AAC_TAGTCA40NTCT.fastq.gz	background	902871	36.1 Mbp	36100000	0	40	51	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
ERF_FOXO1_1_AAC_TATGGT40NATA	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ERF_FOXO1_1_AAC_TATGGT40NATA.fastq.gz	background	614673	24.5 Mbp	24500000	0	40	51	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
ERF_HOXB13_1_AAC_TGCGAC40NGGT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ERF_HOXB13_1_AAC_TGCGAC40NGGT.fastq.gz	background	659885	26.3 Mbp	26300000	0	40	52	PASS	PASS	WARN	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ERF_MAX_2_AAC_TTAGTC40NTCC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ERF_MAX_2_AAC_TTAGTC40NTCC.fastq.gz	background	335475	13.4 Mbp	13400000	0	40	54	PASS	PASS	FAIL	PASS	FAIL	PASS	WARN	PASS	WARN	PASS	PASS
ERF_NHLH1_2_AAC_TCTCGT40NGCC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ERF_NHLH1_2_AAC_TCTCGT40NGCC.fastq.gz	background	428321	17.1 Mbp	17100000	0	40	52	PASS	PASS	FAIL	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS
ZeroCycle_TCGAGT40NACT_0_0	/scratch/project_2013895/SELEX/data/input_libraries/submitted_ftp/ZeroCycle_TCGAGT40NACT_0_0.fastq.gz	background	167654	6.7 Mbp	6700000	0	40	52	PASS	PASS	FAIL	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV2_CEBPD_1_AAA_TGTAGA40NTGT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_CEBPD_1_AAA_TGTAGA40NTGT.fastq.gz	background	353595	14.1 Mbp	14100000	0	40	54	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV2_DRGX_1_AAA_TCTTGT40NCAG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_DRGX_1_AAA_TCTTGT40NCAG.fastq.gz	background	450001	18 Mbp	18000000	0	40	55	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
ETV2_EOMES_2_AAA_TCAGCA40NCTC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_EOMES_2_AAA_TCAGCA40NCTC.fastq.gz	background	412080	16.4 Mbp	16399999.999999998	0	40	54	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV2_ETV7_1_AAA_TGAGGT40NTCC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_ETV7_1_AAA_TGAGGT40NTCC.fastq.gz	background	601021	24 Mbp	24000000	0	40	51	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS	PASS
ETV2_EVX1_2_AAA_TCTCCG40NCGC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_EVX1_2_AAA_TCTCCG40NCGC.fastq.gz	background	518852	20.7 Mbp	20700000	0	40	53	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
ETV2_FIGLA_1_AAA_TGTGAT40NGCA	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_FIGLA_1_AAA_TGTGAT40NGCA.fastq.gz	background	642120	25.6 Mbp	25600000	0	40	55	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV2_FOXI1_2_AAA_TACATC40NATA	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_FOXI1_2_AAA_TACATC40NATA.fastq.gz	background	685272	27.4 Mbp	27400000	0	40	55	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV2_FOXO6_2_AAA_TCGCTA40NTCG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_FOXO6_2_AAA_TCGCTA40NTCG.fastq.gz	background	705532	28.2 Mbp	28200000	0	40	54	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV2_HOXA2_2_AAA_TTAACA40NTGT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_HOXA2_2_AAA_TTAACA40NTGT.fastq.gz	background	669201	26.7 Mbp	26700000	0	40	53	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
ETV2_HOXB13_2_AAA_TGTGCA40NCCG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_HOXB13_2_AAA_TGTGCA40NCCG.fastq.gz	background	695500	27.8 Mbp	27800000	0	40	53	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV2_NHLH1_2_AAA_TGAGAG40NCGC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_NHLH1_2_AAA_TGAGAG40NCGC.fastq.gz	background	614111	24.5 Mbp	24500000	0	40	56	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	WARN	PASS	PASS
ETV2_ONECUT2_2_AAA_TACTAC40NGCC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_ONECUT2_2_AAA_TACTAC40NGCC.fastq.gz	background	596296	23.8 Mbp	23800000	0	40	55	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV2_PAX5_2_AAA_TGGTAT40NTGA	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_PAX5_2_AAA_TGGTAT40NTGA.fastq.gz	background	480361	19.2 Mbp	19200000	0	40	56	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV2_SPDEF_2_AAA_TTGCAA40NGTG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_SPDEF_2_AAA_TTGCAA40NGTG.fastq.gz	background	488300	19.5 Mbp	19500000	0	40	54	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV2_TBX21_2_AAA_TGTAGC40NCCT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_TBX21_2_AAA_TGTAGC40NCCT.fastq.gz	background	580810	23.2 Mbp	23200000	0	40	56	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV2_TEF_2_AAA_TCAGGG40NGCA	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV2_TEF_2_AAA_TCAGGG40NGCA.fastq.gz	background	550918	22 Mbp	22000000	0	40	53	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV5_EOMES_2_AY_TACAAG40NTCC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV5_EOMES_2_AY_TACAAG40NTCC.fastq.gz	background	424571	16.9 Mbp	16900000	0	40	57	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV5_ETV7_1_AY_TGTTAC40NCGC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV5_ETV7_1_AY_TGTTAC40NCGC.fastq.gz	background	519873	20.7 Mbp	20700000	0	40	56	PASS	PASS	WARN	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV5_FIGLA_2_AY_TCAGCC40NTTC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV5_FIGLA_2_AY_TCAGCC40NTTC.fastq.gz	background	417926	16.7 Mbp	16700000	0	40	58	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV5_FOXI1_1_AY_TCTATA40NTAT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV5_FOXI1_1_AY_TCTATA40NTAT.fastq.gz	background	483033	19.3 Mbp	19300000	0	40	55	PASS	PASS	WARN	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV5_FOXI1_2_AY_TCTATA40NTAT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV5_FOXI1_2_AY_TCTATA40NTAT.fastq.gz	background	442753	17.7 Mbp	17700000	0	40	55	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
ETV5_HOXA2_2_AY_TCGGCG40NACG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/ETV5_HOXA2_2_AY_TCGGCG40NACG.fastq.gz	background	391826	15.6 Mbp	15600000	0	40	54	PASS	PASS	PASS	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
FLI1_CEBPB_2_AAC_TTCGGG40NGAG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/FLI1_CEBPB_2_AAC_TTCGGG40NGAG.fastq.gz	background	389137	15.5 Mbp	15500000	0	40	53	PASS	PASS	FAIL	PASS	FAIL	PASS	WARN	PASS	FAIL	PASS	PASS
FLI1_DRGX_2_AAC_TCCCGC40NACA	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/FLI1_DRGX_2_AAC_TCCCGC40NACA.fastq.gz	background	323143	12.9 Mbp	12900000	0	40	52	PASS	PASS	FAIL	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS
FLI1_ETV7_1_AAC_TTTACT40NACA	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/FLI1_ETV7_1_AAC_TTTACT40NACA.fastq.gz	background	621406	24.8 Mbp	24800000	0	40	52	PASS	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
FLI1_FIGLA_1_AAC_TTGTAC40NGTA	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/FLI1_FIGLA_1_AAC_TTGTAC40NGTA.fastq.gz	background	541825	21.6 Mbp	21600000	0	40	53	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
FLI1_FOXI1_2_AAC_TACGGT40NTAC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/FLI1_FOXI1_2_AAC_TACGGT40NTAC.fastq.gz	background	484081	19.3 Mbp	19300000	0	40	51	PASS	PASS	FAIL	PASS	WARN	PASS	WARN	PASS	FAIL	PASS	PASS
FLI1_MAX_2_AAC_TACCAA40NTTA	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/FLI1_MAX_2_AAC_TACCAA40NTTA.fastq.gz	background	279841	11.1 Mbp	11100000	0	40	51	PASS	PASS	FAIL	PASS	WARN	PASS	WARN	PASS	WARN	PASS	PASS
FOXJ2_ELF1_1_AAF_TAAGAT40NATG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/FOXJ2_ELF1_1_AAF_TAAGAT40NATG.fastq.gz	background	1828991	73.1 Mbp	73100000	0	40	44	PASS	PASS	FAIL	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
FOXJ3_ELF1_1_AAE_TCCGAT40NAGC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/FOXJ3_ELF1_1_AAE_TCCGAT40NAGC.fastq.gz	background	689168	27.5 Mbp	27500000	0	40	45	PASS	PASS	FAIL	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
FOXJ3_TBX21_2_AAE_TCCTCC40NCTC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/FOXJ3_TBX21_2_AAE_TCCTCC40NCTC.fastq.gz	background	1094122	43.7 Mbp	43700000	0	40	44	PASS	PASS	FAIL	PASS	WARN	PASS	PASS	PASS	FAIL	PASS	PASS
FOXO1_ELF1_1_AS_TTTCAC40NGTG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/FOXO1_ELF1_1_AS_TTTCAC40NGTG.fastq.gz	background	1021510	40.8 Mbp	40800000	0	40	52	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
FOXO1_ELK1_1_AS_TTCGCT40NCTT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/FOXO1_ELK1_1_AS_TTCGCT40NCTT.fastq.gz	background	763436	30.5 Mbp	30500000	0	40	52	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
FOXO1_ELK3_1_AS_TTGGGT40NGGC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/FOXO1_ELK3_1_AS_TTGGGT40NGGC.fastq.gz	background	770535	30.8 Mbp	30800000	0	40	51	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
FOXO1_ETV1_1_AS_TCCTGA40NCTC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/FOXO1_ETV1_1_AS_TCCTGA40NCTC.fastq.gz	background	982506	39.3 Mbp	39300000	0	40	52	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
FOXO1_ETV7_1_AS_TTGGTG40NTAC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/FOXO1_ETV7_1_AS_TTGGTG40NTAC.fastq.gz	background	697230	27.8 Mbp	27800000	0	40	51	PASS	PASS	PASS	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
GCM1_ELF1_2_AX_TTTCAC40NGTG	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/GCM1_ELF1_2_AX_TTTCAC40NGTG.fastq.gz	background	459617	18.3 Mbp	18300000	0	40	58	PASS	PASS	WARN	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GCM1_ELK1_2_AU_TTCGCT40NCTT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/GCM1_ELK1_2_AU_TTCGCT40NCTT.fastq.gz	background	626675	25 Mbp	25000000	0	40	61	PASS	PASS	FAIL	PASS	FAIL	PASS	WARN	PASS	PASS	PASS	PASS
GCM1_ELK3_2_AU_TTGGGT40NGGC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/GCM1_ELK3_2_AU_TTGGGT40NGGC.fastq.gz	background	865816	34.6 Mbp	34600000	0	40	56	PASS	PASS	FAIL	PASS	FAIL	PASS	WARN	PASS	PASS	PASS	PASS
GCM1_ETV1_2_AU_TCCTGA40NCTC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/GCM1_ETV1_2_AU_TCCTGA40NCTC.fastq.gz	background	796068	31.8 Mbp	31800000	0	40	58	PASS	PASS	FAIL	PASS	FAIL	PASS	WARN	PASS	PASS	PASS	PASS
GCM1_ETV4_2_AX_TCCGTA40NGCC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/GCM1_ETV4_2_AX_TCCGTA40NGCC.fastq.gz	background	359188	14.3 Mbp	14300000	0	40	57	PASS	PASS	WARN	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GCM1_ETV7_2_AU_TTGGTG40NTAC	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/GCM1_ETV7_2_AU_TTGGTG40NTAC.fastq.gz	background	893343	35.7 Mbp	35700000	0	40	57	PASS	PASS	FAIL	PASS	FAIL	PASS	WARN	PASS	PASS	PASS	PASS
GCM1_FIGLA_1_AU_TCGAAC40NGAT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/GCM1_FIGLA_1_AU_TCGAAC40NGAT.fastq.gz	background	1368161	54.7 Mbp	54700000	0	40	54	PASS	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
GCM1_FOXI1_1_AU_TAGTCA40NTCT	/scratch/project_2013895/SELEX/data/Jolma2015/submitted_ftp/GCM1_FOXI1_1_AU_TAGTCA40NTCT.fastq.gz	background	1245650	49.8 Mbp	49800000	0	40	54	PASS	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
ZeroCycle_TATGGT40NATA_0_0	/scratch/project_2013895/SELEX/data/input_libraries/submitted_ftp/ZeroCycle_TATGGT40NATA_0_0.fastq.gz	background	71194	2.8 Mbp	2800000	0	40	52	PASS	PASS	FAIL	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
