data_ID	filenames	type	total_sequences	total_bases_raw	total_bases	poor_quality_sequences	sequence_length	pct_gc	Basic Statistics	Per base sequence quality	Per tile sequence quality	Per sequence quality scores	Per base sequence content	Per sequence GC content	Per base N content	Sequence Length Distribution	Sequence Duplication Levels	Overrepresented sequences	Adapter Content
GBX2_TGATTT20NGA_AE_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/GBX2_TGATTT20NGA_AE_2.fastq.gz	signal	388850	7.7 Mbp	7700000	0	20	49	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
GSC2_TTAGAA20NTA_AF_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/GSC2_TTAGAA20NTA_AF_3.fastq.gz	signal	301201	6 Mbp	6000000	0	20	50	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GSC_TGGGAC20NGA_AE_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/GSC_TGGGAC20NGA_AE_3.fastq.gz	signal	252115	5 Mbp	5000000	0	20	48	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
GSX1_TCACAC20NCG_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/GSX1_TCACAC20NCG_Y_4.fastq.gz	signal	13723	274.4 kbp	274400	0	20	41	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
GSX2_TCCAAC20NCG_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/GSX2_TCCAAC20NCG_Y_3.fastq.gz	signal	124094	2.4 Mbp	2400000	0	20	35	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
Gbx1_TCGGTT20NCG_Q_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Gbx1_TCGGTT20NCG_Q_2.fastq.gz	signal	197226	3.9 Mbp	3900000	0	20	44	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	WARN	PASS
Gbx2_TACACC20NCAC_Z_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Gbx2_TACACC20NCAC_Z_3.fastq.gz	signal	231984	4.6 Mbp	4600000	0	20	44	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HESX1_TCTTCT20NCTG_Z_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HESX1_TCTTCT20NCTG_Z_3.fastq.gz	signal	21849	436.9 kbp	436900	0	20	38	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HMBOX1_TCCTGG20NCG_Z_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HMBOX1_TCCTGG20NCG_Z_4.fastq.gz	signal	29156	583.1 kbp	583100	0	20	50	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
HMX1_TCGCCA20NCCT_Z_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HMX1_TCGCCA20NCCT_Z_4.fastq.gz	signal	29806	596.1 kbp	596100	0	20	40	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HMX2_TAGTGG20NCG_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HMX2_TAGTGG20NCG_Y_4.fastq.gz	signal	68718	1.3 Mbp	1300000	0	20	38	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
HMX3_TGCACT30NCAC_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HMX3_TGCACT30NCAC_AI_3.fastq.gz	signal	703682	21.1 Mbp	21100000	0	30	47	PASS	PASS	NA	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS
HNF1A_TGAGCA20NCGA_W_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HNF1A_TGAGCA20NCGA_W_2.fastq.gz	signal	177149	3.5 Mbp	3500000	0	20	29	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
HNF1B_TCGACT20NCAT_W_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HNF1B_TCGACT20NCAT_W_2.fastq.gz	signal	174887	3.4 Mbp	3400000	0	20	36	PASS	PASS	NA	PASS	WARN	FAIL	PASS	PASS	PASS	PASS	PASS
HOXA10_TAGGAT30NAGT_AI_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXA10_TAGGAT30NAGT_AI_4.fastq.gz	signal	459522	13.7 Mbp	13700000	0	30	44	PASS	PASS	NA	PASS	WARN	WARN	FAIL	PASS	PASS	PASS	PASS
HOXA13_TTCTCT20NTA_AF_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXA13_TTCTCT20NTA_AF_3.fastq.gz	signal	157159	3.1 Mbp	3100000	0	20	47	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HOXA13_TGTGGA20NGGG_AE_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXA13_TGTGGA20NGGG_AE_4.fastq.gz	signal	23056	461.1 kbp	461100	0	20	42	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HOXA1_TGGAAT20NAAT_AF_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXA1_TGGAAT20NAAT_AF_3.fastq.gz	signal	136330	2.7 Mbp	2700000	0	20	41	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
HOXA2_TTATTA20NTA_AF_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXA2_TTATTA20NTA_AF_3.fastq.gz	signal	294698	5.8 Mbp	5800000	0	20	47	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
HOXB13_TGCCTG20NGA_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXB13_TGCCTG20NGA_Y_3.fastq.gz	signal	69210	1.3 Mbp	1300000	0	20	41	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
HOXB2_TAACAA20NACA_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXB2_TAACAA20NACA_Y_2.fastq.gz	signal	158335	3.1 Mbp	3100000	0	20	39	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HOXB3_TACATT20NTAC_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXB3_TACATT20NTAC_Y_3.fastq.gz	signal	123965	2.4 Mbp	2400000	0	20	39	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
HOXB5_TCTTGA20NGTG_Z_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXB5_TCTTGA20NGTG_Z_3.fastq.gz	signal	54911	1 Mbp	1000000	0	20	43	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HOXC10_TGGACA20NGA_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXC10_TGGACA20NGA_Y_3.fastq.gz	signal	138714	2.7 Mbp	2700000	0	20	34	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
HOXC11_TCACTA20NTCA_AC_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXC11_TCACTA20NTCA_AC_4.fastq.gz	signal	236643	4.7 Mbp	4700000	0	20	37	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HOXC11_TGCGAA20NGA_AF_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXC11_TGCGAA20NGA_AF_4.fastq.gz	signal	107947	2.1 Mbp	2100000	0	20	46	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
HOXC12_TCATGC20NGTA_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXC12_TCATGC20NGTA_Y_4.fastq.gz	signal	117481	2.3 Mbp	2300000	0	20	36	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
HOXC13_TCCCTC20NTCC_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXC13_TCCCTC20NTCC_Y_3.fastq.gz	signal	114242	2.2 Mbp	2200000	0	20	41	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
HOXD11_TCCGGC20NGGC_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXD11_TCCGGC20NGGC_Y_4.fastq.gz	signal	33279	665.5 kbp	665500	0	20	42	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
HOXD12_TCAGTC20NCG_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXD12_TCAGTC20NCG_Y_4.fastq.gz	signal	97764	1.9 Mbp	1900000	0	20	31	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	WARN	WARN	PASS
HOXD13_GTGCT14N_U_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXD13_GTGCT14N_U_4.fastq.gz	signal	121994	1.7 Mbp	1700000	0	14	43	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
HOXD8_TCATAT20NATA_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/HOXD8_TCATAT20NATA_Y_4.fastq.gz	signal	25249	504.9 kbp	504900	0	20	39	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	WARN	PASS
Hoxa11_TCCCCT20NCG_Z_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Hoxa11_TCCCCT20NCG_Z_4.fastq.gz	signal	139101	2.7 Mbp	2700000	0	20	39	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
Hoxa2_TACCGT20NCG_Z_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Hoxa2_TACCGT20NCG_Z_3.fastq.gz	signal	225890	4.5 Mbp	4500000	0	20	32	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
Hoxc10_TATAGA20NGAG_Z_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Hoxc10_TATAGA20NGAG_Z_4.fastq.gz	signal	252229	5 Mbp	5000000	0	20	42	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
Hoxd13_TGATAA20NATA_AC_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Hoxd13_TGATAA20NATA_AC_4.fastq.gz	signal	67456	1.3 Mbp	1300000	0	20	41	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
Hoxd3_TGCCAT20NCG_P_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Hoxd3_TGCCAT20NCG_P_4.fastq.gz	signal	412248	8.2 Mbp	8199999.999999999	0	20	48	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
Hoxd9_TCCTAA20NCG_Z_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Hoxd9_TCCTAA20NCG_Z_4.fastq.gz	signal	166333	3.3 Mbp	3300000	0	20	48	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
IRX2_TGCATC30NTAC_AI_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/IRX2_TGCATC30NTAC_AI_4.fastq.gz	signal	634042	19 Mbp	19000000	0	30	43	PASS	PASS	NA	PASS	FAIL	WARN	WARN	PASS	PASS	PASS	PASS
IRX5_TAAGGT20NTA_Q_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/IRX5_TAAGGT20NTA_Q_3.fastq.gz	signal	360140	7.2 Mbp	7200000	0	20	49	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS
ISL2_TCTAAT30NAAG_AI_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/ISL2_TCTAAT30NAAG_AI_4.fastq.gz	signal	646236	19.3 Mbp	19300000	0	30	43	PASS	PASS	NA	PASS	FAIL	WARN	FAIL	PASS	PASS	PASS	PASS
ISX_TATTTA20NCG_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/ISX_TATTTA20NCG_Y_3.fastq.gz	signal	138974	2.7 Mbp	2700000	0	20	29	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	FAIL	PASS	PASS
ISX_TATTTA20NCG_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/ISX_TATTTA20NCG_Y_2.fastq.gz	both	103811	2 Mbp	2000000	0	20	34	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
ISX_TGAGTG20NTGA_AE_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/ISX_TGAGTG20NTGA_AE_2.fastq.gz	signal	129598	2.5 Mbp	2500000	0	20	40	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
Irx3_TACTGC20NCG_Z_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Irx3_TACTGC20NCG_Z_4.fastq.gz	signal	23024	460.4 kbp	460400	0	20	42	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	FAIL	PASS
LBX2_TAATTC20NTTA_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/LBX2_TAATTC20NTTA_Y_4.fastq.gz	signal	162587	3.2 Mbp	3200000	0	20	36	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	WARN	PASS
LBX2_TAATTC20NTTA_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/LBX2_TAATTC20NTTA_Y_2.fastq.gz	signal	129576	2.5 Mbp	2500000	0	20	43	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
LHX2_TCCAGT30NGAC_AI_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/LHX2_TCCAGT30NGAC_AI_4.fastq.gz	signal	458812	13.7 Mbp	13700000	0	30	33	PASS	PASS	NA	PASS	FAIL	FAIL	FAIL	PASS	WARN	WARN	PASS
LHX6_TCGGGG20NGGT_AF_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/LHX6_TCGGGG20NGGT_AF_4.fastq.gz	signal	47253	945 kbp	945000	0	20	42	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	WARN	PASS
LHX9_TATTGT20NGTG_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/LHX9_TATTGT20NGTG_Y_2.fastq.gz	both	163107	3.2 Mbp	3200000	0	20	44	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
LHX9_TATTGT20NGTG_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/LHX9_TATTGT20NGTG_Y_3.fastq.gz	signal	176453	3.5 Mbp	3500000	0	20	41	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
LMX1A_TCTGGT20NGGG_Z_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/LMX1A_TCTGGT20NGGG_Z_3.fastq.gz	signal	42625	852.5 kbp	852500	0	20	38	PASS	PASS	NA	PASS	WARN	WARN	PASS	PASS	PASS	PASS	PASS
LMX1B_TGAGGC20NGGA_Z_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/LMX1B_TGAGGC20NGGA_Z_2.fastq.gz	signal	132369	2.6 Mbp	2600000	0	20	35	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
LMX1B_TCGGAA20NAGT_AE_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/LMX1B_TCGGAA20NAGT_AE_3.fastq.gz	signal	116582	2.3 Mbp	2300000	0	20	45	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
Lhx4_TAAATG20NTAA_Z_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Lhx4_TAAATG20NTAA_Z_3.fastq.gz	signal	403936	8 Mbp	8000000	0	20	43	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
Lhx8_TGCTCG40NCTC_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Lhx8_TGCTCG40NCTC_AI_3.fastq.gz	signal	277692	11.1 Mbp	11100000	0	40	39	PASS	PASS	NA	PASS	FAIL	WARN	WARN	PASS	PASS	PASS	PASS
MEOX1_TACCTA20NCG_W_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MEOX1_TACCTA20NCG_W_4.fastq.gz	signal	92086	1.8 Mbp	1800000	0	20	47	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
MEOX2_TAGTTT30NTTT_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MEOX2_TAGTTT30NTTT_AI_3.fastq.gz	both	688369	20.6 Mbp	20600000	0	30	36	PASS	PASS	NA	PASS	FAIL	WARN	WARN	PASS	PASS	PASS	PASS
MEOX2_TAGTTT30NTTT_AI_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MEOX2_TAGTTT30NTTT_AI_4.fastq.gz	signal	586653	17.5 Mbp	17500000	0	30	32	PASS	PASS	NA	PASS	FAIL	FAIL	FAIL	PASS	WARN	WARN	PASS
MIXL1_TGATTT20NTTA_AE_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MIXL1_TGATTT20NTTA_AE_3.fastq.gz	signal	160433	3.2 Mbp	3200000	0	20	36	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
MNX1_TGGTGA20NGTT_Z_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MNX1_TGGTGA20NGTT_Z_4.fastq.gz	signal	6713	134.2 kbp	134200	0	20	43	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
MSX1_TGCGAA30NAGC_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MSX1_TGCGAA30NAGC_AI_3.fastq.gz	signal	614211	18.4 Mbp	18400000	0	30	44	PASS	PASS	NA	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS
MSX1_TGCTTA20NGA_AE_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MSX1_TGCTTA20NGA_AE_3.fastq.gz	signal	311030	6.2 Mbp	6200000	0	20	50	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
MSX2_TGCGGG20NGA_W_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/MSX2_TGCGGG20NGA_W_3.fastq.gz	signal	151319	3 Mbp	3000000	0	20	49	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
Meox2_TACGTC20NTGC_Z_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Meox2_TACGTC20NTGC_Z_4.fastq.gz	signal	191643	3.8 Mbp	3800000	0	20	42	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
Msx3_TCGACT20NCAT_AA_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Msx3_TCGACT20NCAT_AA_3.fastq.gz	signal	129719	2.5 Mbp	2500000	0	20	40	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
NKX2-3_TGCTAC20NGA_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NKX2-3_TGCTAC20NGA_Y_4.fastq.gz	signal	76439	1.5 Mbp	1500000	0	20	49	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
NKX2-3_TGGAAT20NGA_AE_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NKX2-3_TGGAAT20NGA_AE_4.fastq.gz	signal	62425	1.2 Mbp	1200000	0	20	50	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	WARN	PASS
NKX2-8_TAGGCA20NCG_Y_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NKX2-8_TAGGCA20NCG_Y_4.fastq.gz	signal	118336	2.3 Mbp	2300000	0	20	46	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
NKX2-8_TGTTGC20NGTG_AE_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NKX2-8_TGTTGC20NGTG_AE_4.fastq.gz	signal	47183	943.6 kbp	943600	0	20	45	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
NKX3-1_TCCCTC20NCG_AD_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NKX3-1_TCCCTC20NCG_AD_3.fastq.gz	signal	202775	4 Mbp	4000000	0	20	50	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
NKX3-2_TCCAGT20NGAC_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NKX3-2_TCCAGT20NGAC_Y_3.fastq.gz	signal	149447	2.9 Mbp	2900000	0	20	43	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
NKX6-1_TGCGGG30NGGC_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NKX6-1_TGCGGG30NGGC_AI_3.fastq.gz	signal	679984	20.3 Mbp	20300000	0	30	34	PASS	PASS	NA	PASS	FAIL	WARN	WARN	PASS	PASS	PASS	PASS
NKX6-1_TGAAAC20NAAA_W_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NKX6-1_TGAAAC20NAAA_W_4.fastq.gz	signal	60485	1.2 Mbp	1200000	0	20	43	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
NKX6-2_TTACAT20NTA_AF_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NKX6-2_TTACAT20NTA_AF_3.fastq.gz	signal	352864	7 Mbp	7000000	0	20	35	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
NKX6-2_TGGCAA20NGA_AE_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NKX6-2_TGGCAA20NGA_AE_3.fastq.gz	signal	389188	7.7 Mbp	7700000	0	20	38	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
NOTO_TGCGTT30NTGC_AI_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/NOTO_TGCGTT30NTGC_AI_4.fastq.gz	signal	989169	29.6 Mbp	29600000	0	30	42	PASS	PASS	NA	PASS	FAIL	PASS	FAIL	PASS	PASS	PASS	PASS
Nkx3-1_TCTTAG20NATG_AA_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Nkx3-1_TCTTAG20NATG_AA_4.fastq.gz	signal	144510	2.8 Mbp	2800000	0	20	43	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
Nkx6-1_TCGTGT20NGTT_AC_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Nkx6-1_TCGTGT20NGTT_AC_2.fastq.gz	signal	342209	6.8 Mbp	6800000	0	20	45	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
OTX1_TGATAA20NGA_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/OTX1_TGATAA20NGA_Y_3.fastq.gz	signal	133266	2.6 Mbp	2600000	0	20	46	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
OTX2_TATGGG20NGGG_AC_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/OTX2_TATGGG20NGGG_AC_4.fastq.gz	signal	100822	2 Mbp	2000000	0	20	35	PASS	PASS	NA	PASS	FAIL	WARN	PASS	PASS	PASS	PASS	PASS
Otx1_TCTTAG20NATG_AC_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/Otx1_TCTTAG20NATG_AC_3.fastq.gz	signal	210702	4.2 Mbp	4200000	0	20	44	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
PDX1_TGGAAT30NAAT_AI_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PDX1_TGGAAT30NAAT_AI_3.fastq.gz	signal	466884	14 Mbp	14000000	0	30	42	PASS	PASS	NA	PASS	WARN	PASS	WARN	PASS	PASS	PASS	PASS
PHOX2A_TGACTC20NGA_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PHOX2A_TGACTC20NGA_Y_3.fastq.gz	signal	140218	2.8 Mbp	2800000	0	20	32	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
PHOX2B_TGGTCT20NGA_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PHOX2B_TGGTCT20NGA_Y_3.fastq.gz	signal	123891	2.4 Mbp	2400000	0	20	31	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
PHOX2B_TGCTGT20NGA_AE_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PHOX2B_TGCTGT20NGA_AE_3.fastq.gz	signal	308566	6.1 Mbp	6100000	0	20	32	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	FAIL	PASS	PASS
PITX1_TCATGC20NCG_Y_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PITX1_TCATGC20NCG_Y_3.fastq.gz	signal	34149	682.9 kbp	682900	0	20	47	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
PITX1_TGAGCA20NCGA_AF_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PITX1_TGAGCA20NCGA_AF_3.fastq.gz	signal	118940	2.3 Mbp	2300000	0	20	39	PASS	PASS	NA	PASS	WARN	PASS	PASS	PASS	PASS	PASS	PASS
PITX3_TGCATC20NGA_Y_2	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PITX3_TGCATC20NGA_Y_2.fastq.gz	signal	150292	3 Mbp	3000000	0	20	48	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
PROP1_TCCCGA30NGCC_AI_4	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PROP1_TCCCGA30NGCC_AI_4.fastq.gz	signal	1419	42.5 kbp	42500	0	30	42	PASS	WARN	NA	PASS	WARN	FAIL	WARN	PASS	PASS	FAIL	PASS
PROP1_TGTATT20NGA_AE_3	/scratch/project_2013895/SELEX/data/Jolma2013/submitted_ftp/PROP1_TGTATT20NGA_AE_3.fastq.gz	signal	338748	6.7 Mbp	6700000	0	20	44	PASS	PASS	NA	PASS	FAIL	PASS	PASS	PASS	PASS	PASS	PASS
